time,g avg,g high,g low,°C avg,°C high,°C low,sample qty,rssi avg,rssi high,rssi low
12/15/2020  12:00:00 AM,0.039,0.052,0.022,25,25,25,30,-62,-58,-65.5
12/14/2020  11:00:00 PM,0.036,0.046,0.018,25,25,25,30,-62,-57,-65
12/14/2020  10:00:00 PM,0.039,0.052,0.022,25,25,25,30,-62,-55,-64.5
12/14/2020  9:00:00 PM,0.321,4.676,0.023,25,25,25,327,-63,-54,-70.5
12/14/2020  8:00:00 PM,0.272,4.497,0.025,25,26,25,182,-62,-54,-69
12/14/2020  7:00:00 PM,0.343,3.703,0.025,25,25,25,417,-62,-54.5,-75
12/14/2020  6:00:00 PM,0.384,4.687,0.026,25,25,25,327,-62,-53.5,-66.5
12/14/2020  5:00:00 PM,0.316,3.95,0.023,25,26,25,299,-62,-54,-66.5
12/14/2020  4:00:00 PM,0.322,3.51,0.021,25,25,25,217,-62,-53,-66.5
12/14/2020  3:00:00 PM,0.315,3.658,0.02,25,25,25,267,-62,-54,-78
12/14/2020  2:00:00 PM,0.335,4.24,0.028,25,25,25,207,-62,-55,-67
12/14/2020  1:00:00 PM,0.315,3.407,0.025,25,26,25,353,-62,-53,-67
12/14/2020  11:00:00 AM,0.365,4.148,0.028,25,25,25,247,-62,-54,-65.5
12/14/2020  10:00:00 AM,0.037,0.05,0.023,25,25,25,30,-62,-56,-65
12/14/2020  9:00:00 AM,0.038,0.052,0.025,25,26,24,30,-61,-54.5,-64
12/14/2020  8:00:00 AM,0.039,0.055,0.026,25,26,25,30,-60,-55,-64.5
12/14/2020  7:00:00 AM,0.038,0.05,0.026,26,26,26,29,-62,-55.5,-64
12/14/2020  6:00:00 AM,0.036,0.047,0.026,26,26,25,30,-60,-53.5,-65.5
12/14/2020  5:00:00 AM,0.038,0.052,0.021,26,26,25,30,-61,-51.5,-65
12/14/2020  4:00:00 AM,0.038,0.057,0.022,25,26,25,30,-62,-54.5,-65
12/14/2020  3:00:00 AM,0.036,0.052,0.025,25,26,25,30,-61,-53.5,-64
12/14/2020  2:00:00 AM,0.038,0.05,0.026,25,26,25,30,-62,-54.5,-65
12/14/2020  1:00:00 AM,0.038,0.047,0.025,25,25,25,30,-61,-56,-65.5
12/14/2020  12:00:00 AM,0.038,0.06,0.027,25,25,25,30,-62,-54,-64.5
12/13/2020  11:00:00 PM,0.037,0.05,0.021,25,25,25,30,-62,-54,-65.5
12/13/2020  10:00:00 PM,0.353,4.232,0.021,25,25,25,280,-62,-52,-65.5
12/13/2020  9:00:00 PM,0.336,4.472,0.023,25,25,25,517,-62,-51.5,-134
12/13/2020  8:00:00 PM,0.358,4.662,0.015,25,25,25,430,-62,-52,-73
12/13/2020  7:00:00 PM,0.248,3.175,0.026,25,25,25,137,-62,-52,-67
12/13/2020  6:00:00 PM,0.285,3.221,0.023,25,25,24,187,-63,-54,-66.5
12/13/2020  5:00:00 PM,0.313,4.825,0.025,25,25,25,421,-62,-52.5,-69
12/13/2020  4:00:00 PM,0.375,6.915,0.031,25,25,24,635,-63,-53.5,-68
12/13/2020  3:00:00 PM,0.393,3.718,0.022,25,25,23,602,-63,-55,-69
12/13/2020  2:00:00 PM,0.291,2.065,0.025,24,25,23,228,-62,-54.5,-65.5
12/13/2020  1:00:00 PM,0.302,3.905,0.021,24,25,24,173,-62,-53.5,-65.5
12/13/2020  12:00:00 PM,0.383,8.49,0.018,25,25,24,519,-61,-53,-70.5
12/13/2020  11:00:00 AM,0.385,3.798,0.02,24,25,24,359,-62,-51.5,-68
12/13/2020  10:00:00 AM,0.037,0.048,0.022,25,25,25,30,-62,-56.5,-66
12/13/2020  9:00:00 AM,0.037,0.061,0.018,25,25,25,30,-61,-57,-64
12/13/2020  8:00:00 AM,0.036,0.05,0.023,25,25,25,30,-61,-54.5,-64
12/13/2020  7:00:00 AM,0.037,0.053,0.022,25,26,25,28,-62,-56.5,-64.5
12/13/2020  6:00:00 AM,0.037,0.057,0.025,25,25,25,30,-62,-55,-65
12/13/2020  5:00:00 AM,0.038,0.05,0.028,25,26,25,30,-61,-53.5,-64.5
12/13/2020  4:00:00 AM,0.036,0.051,0.023,25,26,25,27,-61,-57.5,-65
12/13/2020  3:00:00 AM,0.037,0.047,0.021,25,26,25,28,-61,-53.5,-66
12/13/2020  2:00:00 AM,0.037,0.052,0.026,25,26,25,27,-61,-54.5,-65
12/13/2020  1:00:00 AM,0.035,0.051,0.022,25,26,25,30,-62,-57,-64.5
12/13/2020  12:00:00 AM,0.037,0.058,0.026,25,26,25,30,-62,-56,-64
12/12/2020  11:00:00 PM,0.036,0.048,0.023,25,26,25,29,-61,-56,-65.5
12/12/2020  10:00:00 PM,0.039,0.058,0.026,25,26,25,30,-62,-56,-65.5
12/12/2020  9:00:00 PM,0.261,4.662,0.025,25,26,25,100,-60,-51,-65
12/12/2020  8:00:00 PM,0.278,5.005,0.027,25,25,25,297,-61,-52.5,-65
12/12/2020  7:00:00 PM,0.337,4.983,0.028,25,25,25,371,-61,-55.5,-65
12/12/2020  6:00:00 PM,0.325,3.552,0.022,25,25,25,506,-62,-53,-71
12/12/2020  5:00:00 PM,0.359,5.026,0.016,25,25,25,584,-61,-52.5,-70
12/12/2020  4:00:00 PM,0.336,3.105,0.021,25,25,25,475,-61,-52,-66
12/12/2020  3:00:00 PM,0.356,6.261,0.02,25,25,24,314,-62,-53.5,-72
12/12/2020  2:00:00 PM,0.32,3.368,0.023,24,25,24,351,-62,-52.5,-68
12/12/2020  1:00:00 PM,0.341,5.422,0.021,25,25,24,365,-62,-52.5,-67.5
12/12/2020  12:00:00 PM,0.369,4.06,0.027,25,25,24,636,-62,-51.5,-67.5
12/12/2020  11:00:00 AM,0.374,3.488,0.021,25,25,25,303,-62,-53.5,-66.5
12/12/2020  10:00:00 AM,0.038,0.061,0.026,25,25,25,30,-62,-54.5,-65.5
12/12/2020  9:00:00 AM,0.038,0.048,0.021,25,25,25,29,-62,-56,-66.5
12/12/2020  8:00:00 AM,0.037,0.053,0.023,25,25,25,30,-62,-55,-65.5
12/12/2020  7:00:00 AM,0.038,0.06,0.022,25,25,25,30,-62,-55,-66.5
12/12/2020  6:00:00 AM,0.038,0.055,0.022,25,26,25,30,-63,-56.5,-66.5
12/12/2020  5:00:00 AM,0.037,0.051,0.025,25,26,25,30,-63,-57,-66.5
12/12/2020  4:00:00 AM,0.038,0.05,0.02,25,26,25,29,-62,-58,-66
12/12/2020  3:00:00 AM,0.039,0.051,0.03,25,26,25,30,-62,-55.5,-66
12/12/2020  2:00:00 AM,0.038,0.062,0.027,25,26,25,27,-63,-56,-66.5
12/12/2020  1:00:00 AM,0.038,0.056,0.027,26,26,25,27,-62,-55,-65.5
12/12/2020  12:00:00 AM,0.038,0.076,0.025,26,26,25,29,-62,-57,-66.5
12/11/2020  11:00:00 PM,0.038,0.052,0.025,25,26,25,28,-62,-57,-65.5
12/11/2020  10:00:00 PM,0.036,0.047,0.025,25,26,25,30,-62,-57,-66
12/11/2020  9:00:00 PM,0.038,0.051,0.027,25,25,25,30,-61,-54.5,-65
12/11/2020  8:00:00 PM,0.344,5.972,0.027,25,25,25,142,-62,-55,-68.5
12/11/2020  7:00:00 PM,0.219,2.523,0.018,25,25,25,155,-62,-54.5,-66.5
12/11/2020  6:00:00 PM,0.329,6.587,0.021,25,25,25,211,-62,-53,-66
12/11/2020  5:00:00 PM,0.333,3.961,0.023,25,25,24,159,-61,-53,-66.5
12/11/2020  4:00:00 PM,0.365,3.857,0.025,25,25,24,542,-62,-52.5,-74
12/11/2020  3:00:00 PM,0.384,4.183,0.025,25,25,24,370,-62,-53,-66.5
12/11/2020  2:00:00 PM,0.372,4.645,0.017,23,24,22,312,-61,-52.5,-67
12/11/2020  1:00:00 PM,0.306,5.132,0.027,23,25,22,275,-61,-51,-67
12/11/2020  12:00:00 PM,0.402,5.65,0.028,25,25,25,489,-61,-52,-69.5
12/11/2020  11:00:00 AM,0.377,4.161,0.03,25,25,25,292,-61,-54,-66
12/11/2020  10:00:00 AM,0.036,0.048,0.026,25,25,25,30,-60,-54.5,-64
12/11/2020  9:00:00 AM,0.037,0.053,0.022,25,25,24,30,-60,-54.5,-64.5
12/11/2020  8:00:00 AM,0.041,0.056,0.028,24,24,23,30,-61,-53.5,-63.5
12/11/2020  7:00:00 AM,0.038,0.048,0.028,25,25,24,30,-60,-53.5,-65
12/11/2020  6:00:00 AM,0.038,0.053,0.023,25,25,25,30,-61,-50,-64
12/11/2020  5:00:00 AM,0.036,0.053,0.021,25,25,25,30,-60,-56,-64.5
12/11/2020  4:00:00 AM,0.037,0.05,0.027,25,26,25,30,-60,-54,-64
12/11/2020  3:00:00 AM,0.038,0.057,0.025,25,26,25,30,-61,-55,-64.5
12/11/2020  2:00:00 AM,0.039,0.056,0.026,25,26,25,30,-61,-54.5,-65
12/11/2020  1:00:00 AM,0.039,0.055,0.026,26,26,25,30,-60,-55.5,-64
12/11/2020  12:00:00 AM,0.037,0.046,0.027,26,26,25,29,-61,-53.5,-65
12/10/2020  11:00:00 PM,0.035,0.05,0.017,26,26,25,30,-60,-53.5,-64.5
12/10/2020  10:00:00 PM,0.035,0.05,0.023,25,26,25,30,-61,-56,-65
12/10/2020  9:00:00 PM,0.371,4.53,0.021,25,25,25,248,-61,-52,-65.5
12/10/2020  8:00:00 PM,0.424,9.155,0.022,25,25,25,330,-61,-52.5,-65.5
12/10/2020  7:00:00 PM,0.052,0.481,0.023,25,25,25,32,-60,-55,-63.5
12/10/2020  6:00:00 PM,0.436,5.512,0.023,25,25,25,370,-61,-53,-64.5
12/10/2020  5:00:00 PM,0.234,3.071,0.032,25,25,25,47,-61,-54.5,-68.5
12/10/2020  4:00:00 PM,0.086,1.082,0.022,25,26,25,34,-61,-52.5,-67
12/10/2020  3:00:00 PM,0.26,2.323,0.022,25,26,25,140,-60,-54,-64
12/10/2020  2:00:00 PM,0.296,8.033,0.021,26,26,25,395,-60,-53,-71.5
12/10/2020  1:00:00 PM,0.137,0.841,0.025,25,25,24,53,-59,-53.5,-63.5
12/10/2020  12:00:00 PM,0.264,3.476,0.025,24,25,24,221,-60,-53,-70
12/10/2020  11:00:00 AM,0.136,1.15,0.025,25,26,25,68,-60,-50.5,-65
12/10/2020  10:00:00 AM,0.061,0.621,0.023,26,26,25,32,-61,-54,-65.5
12/10/2020  9:00:00 AM,0.062,0.722,0.023,26,26,25,31,-61,-53,-65
12/10/2020  8:00:00 AM,0.039,0.058,0.028,26,26,25,29,-61,-52.5,-64.5
12/10/2020  7:00:00 AM,0.036,0.053,0.027,26,26,25,28,-60,-52.5,-63.5
12/10/2020  6:00:00 AM,0.036,0.045,0.025,26,26,25,29,-60,-54,-63
12/10/2020  5:00:00 AM,0.037,0.051,0.017,25,26,25,29,-60,-53,-64
12/10/2020  4:00:00 AM,0.039,0.057,0.027,25,26,25,30,-61,-52.5,-64
12/10/2020  3:00:00 AM,0.041,0.061,0.03,25,26,25,27,-61,-53,-65
12/10/2020  2:00:00 AM,0.04,0.056,0.031,25,26,25,29,-60,-52.5,-63.5
12/10/2020  1:00:00 AM,0.035,0.046,0.015,26,26,25,30,-61,-54,-64
12/10/2020  12:00:00 AM,0.037,0.053,0.017,25,26,25,30,-60,-52,-64.5
12/9/2020  11:00:00 PM,0.038,0.052,0.022,25,26,25,30,-60,-55,-64
12/9/2020  10:00:00 PM,0.038,0.058,0.023,26,26,25,30,-60,-53,-64
12/9/2020  9:00:00 PM,0.259,2.438,0.023,25,26,25,131,-60,-52,-68.5
12/9/2020  8:00:00 PM,0.2,3.485,0.028,25,26,25,44,-61,-55.5,-64
12/9/2020  7:00:00 PM,0.298,2.483,0.028,26,26,25,335,-60,-53,-66
12/9/2020  6:00:00 PM,0.272,2.788,0.018,25,26,25,302,-60,-52.5,-65.5
12/9/2020  5:00:00 PM,0.283,3.363,0.026,25,26,25,414,-60,-52,-65.5
12/9/2020  4:00:00 PM,0.315,4.248,0.025,25,26,25,194,-60,-52.5,-65
12/9/2020  3:00:00 PM,0.298,4.166,0.023,25,25,24,242,-59,-49.5,-63.5
12/9/2020  2:00:00 PM,0.291,3.408,0.023,24,25,24,247,-59,-50.5,-67
12/9/2020  1:00:00 PM,0.37,4.432,0.022,25,25,24,451,-59,-51,-64.5
12/9/2020  12:00:00 PM,0.361,4.2,0.026,25,25,24,417,-59,-50.5,-70.5
12/9/2020  11:00:00 AM,0.193,3.151,0.027,25,26,25,77,-59,-51,-68
12/9/2020  10:00:00 AM,0.038,0.048,0.018,25,26,25,29,-58,-51,-63
12/9/2020  9:00:00 AM,0.066,0.526,0.023,25,26,25,34,-59,-54,-63
12/9/2020  8:00:00 AM,0.038,0.053,0.025,25,25,25,29,-59,-52,-61.5
12/9/2020  7:00:00 AM,0.062,0.628,0.02,25,25,25,32,-60,-54,-63
12/9/2020  6:00:00 AM,0.038,0.055,0.025,25,26,25,30,-59,-53.5,-63
12/9/2020  5:00:00 AM,0.037,0.045,0.025,26,26,25,30,-59,-52.5,-63
12/9/2020  4:00:00 AM,0.041,0.068,0.026,26,26,25,30,-59,-52.5,-62
12/9/2020  3:00:00 AM,0.037,0.047,0.025,26,26,25,30,-59,-54,-62.5
12/9/2020  2:00:00 AM,0.041,0.056,0.025,26,26,26,30,-59,-55.5,-62
12/9/2020  1:00:00 AM,0.036,0.048,0.022,26,26,25,30,-60,-55,-62.5
12/9/2020  12:00:00 AM,0.037,0.056,0.028,26,26,25,30,-59,-52,-63
12/8/2020  11:00:00 PM,0.036,0.051,0.017,26,26,25,30,-59,-54,-62
12/8/2020  10:00:00 PM,0.178,1.471,0.028,26,26,25,87,-59,-55,-62.5
12/8/2020  9:00:00 PM,0.04,0.06,0.027,25,26,25,30,-59,-54.5,-62
12/8/2020  8:00:00 PM,0.294,2.491,0.02,25,26,25,137,-59,-52,-71
12/8/2020  7:00:00 PM,0.035,0.047,0.021,25,25,25,30,-59,-54,-64
12/8/2020  6:00:00 PM,0.291,3.443,0.027,25,26,25,378,-59,-51.5,-62.5
12/8/2020  5:00:00 PM,0.29,3.922,0.025,26,26,25,206,-59,-51,-64.5
12/8/2020  4:00:00 PM,0.037,0.047,0.025,26,26,26,30,-59,-53.5,-62.5
12/8/2020  3:00:00 PM,0.352,6.145,0.026,26,26,25,491,-59,-50.5,-63.5
12/8/2020  2:00:00 PM,0.339,4.117,0.03,26,26,25,227,-58,-50,-62.5
12/8/2020  1:00:00 PM,0.32,3.326,0.027,26,26,25,332,-59,-51.5,-69.5
12/8/2020  12:00:00 PM,0.361,3.832,0.021,25,26,25,522,-58,-50,-64.5
12/8/2020  11:00:00 AM,0.332,4.052,0.025,25,26,25,235,-59,-51.5,-61.5
12/8/2020  10:00:00 AM,0.087,0.573,0.023,25,25,25,44,-59,-52.5,-62.5
12/8/2020  9:00:00 AM,0.039,0.055,0.02,25,25,25,30,-59,-51,-63
12/8/2020  8:00:00 AM,0.039,0.052,0.026,25,25,24,30,-59,-51.5,-63
12/8/2020  7:00:00 AM,0.036,0.055,0.02,25,25,25,29,-59,-53,-62
12/8/2020  6:00:00 AM,0.041,0.051,0.027,25,25,25,30,-60,-55,-62
12/8/2020  5:00:00 AM,0.038,0.052,0.02,25,25,25,30,-59,-51.5,-62
12/8/2020  4:00:00 AM,0.037,0.062,0.023,25,26,25,30,-60,-53,-62
12/8/2020  3:00:00 AM,0.039,0.056,0.022,25,25,25,30,-59,-51.5,-61.5
12/8/2020  2:00:00 AM,0.039,0.057,0.028,25,25,25,30,-60,-53.5,-62
12/8/2020  1:00:00 AM,0.037,0.053,0.023,25,26,25,30,-59,-52,-62
12/8/2020  12:00:00 AM,0.037,0.051,0.025,25,26,25,30,-60,-54.5,-64
12/7/2020  11:00:00 PM,0.039,0.055,0.022,25,25,25,30,-58,-53.5,-61.5
12/7/2020  10:00:00 PM,0.037,0.051,0.023,25,25,25,29,-58,-52.5,-61.5
12/7/2020  9:00:00 PM,0.038,0.05,0.027,25,25,25,30,-59,-52.5,-62
12/7/2020  8:00:00 PM,0.266,2.15,0.02,25,25,25,80,-60,-52.5,-63.5
12/7/2020  7:00:00 PM,0.407,6.622,0.026,25,25,25,265,-59,-49.5,-65
12/7/2020  6:00:00 PM,0.376,6.517,0.025,25,26,25,368,-59,-51.5,-66
12/7/2020  5:00:00 PM,0.292,2.993,0.016,26,26,26,279,-59,-50.5,-63
12/7/2020  4:00:00 PM,0.325,4.101,0.023,26,26,26,595,-59,-49.5,-66
12/7/2020  3:00:00 PM,0.301,2.738,0.026,26,26,25,528,-59,-48,-71
12/7/2020  2:00:00 PM,0.358,4.752,0.025,25,26,25,449,-59,-51,-68.5
12/7/2020  1:00:00 PM,0.331,5.423,0.021,26,26,25,480,-59,-51,-66.5
12/7/2020  12:00:00 PM,0.328,4.075,0.026,26,26,25,162,-60,-52.5,-69.5
12/7/2020  11:00:00 AM,0.211,3.716,0.018,26,26,25,48,-59,-53.5,-63.5
12/7/2020  10:00:00 AM,0.094,0.567,0.022,26,26,25,41,-59,-54.5,-63
12/7/2020  9:00:00 AM,0.036,0.048,0.016,25,26,25,30,-59,-53.5,-61.5
12/7/2020  8:00:00 AM,0.039,0.052,0.025,25,26,25,30,-59,-54,-61.5
12/7/2020  7:00:00 AM,0.037,0.056,0.022,25,25,25,30,-59,-53.5,-60.5
12/7/2020  6:00:00 AM,0.039,0.05,0.025,25,25,25,30,-59,-51,-60.5
12/7/2020  5:00:00 AM,0.038,0.057,0.017,25,25,25,30,-58,-51.5,-60.5
12/7/2020  4:00:00 AM,0.037,0.056,0.018,25,25,25,30,-58,-50.5,-60.5
12/7/2020  3:00:00 AM,0.037,0.048,0.02,25,25,25,30,-59,-52,-60.5
12/7/2020  2:00:00 AM,0.039,0.051,0.025,25,25,25,30,-58,-50.5,-60.5
12/7/2020  1:00:00 AM,0.038,0.052,0.03,25,25,25,30,-59,-54.5,-61
12/7/2020  12:00:00 AM,0.039,0.053,0.028,25,25,25,29,-58,-52,-60.5
12/6/2020  11:00:00 PM,0.343,9.246,0.02,25,25,24,241,-58,-49.5,-61
12/6/2020  10:00:00 PM,0.392,6.852,0.025,25,25,24,100,-57,-51,-61
12/6/2020  9:00:00 PM,0.413,10.507,0.025,24,25,24,584,-58,-49.5,-61
12/6/2020  8:00:00 PM,0.289,2.453,0.027,24,25,24,145,-58,-48.5,-60.5
12/6/2020  7:00:00 PM,0.361,3.851,0.02,24,25,24,321,-58,-50.5,-63.5
12/6/2020  6:00:00 PM,0.384,9.201,0.025,24,25,23,449,-58,-49,-65
12/6/2020  5:00:00 PM,0.358,3.387,0.017,24,25,23,504,-57,-49,-62
12/6/2020  4:00:00 PM,0.331,3.292,0.02,24,25,23,477,-58,-49,-67.5
12/6/2020  3:00:00 PM,0.431,5.772,0.022,23,24,22,494,-58,-49,-63
12/6/2020  2:00:00 PM,0.454,7.76,0.021,23,23,23,384,-57,-49,-70
12/6/2020  1:00:00 PM,0.292,3.032,0.022,23,23,23,66,-58,-50,-62
12/6/2020  12:00:00 PM,0.378,4.128,0.023,23,23,22,393,-58,-49,-62.5
12/6/2020  11:00:00 AM,0.159,0.706,0.027,24,25,23,80,-58,-49,-62.5
12/6/2020  10:00:00 AM,0.309,3.276,0.027,24,25,24,168,-57,-48.5,-62.5
12/6/2020  9:00:00 AM,0.038,0.057,0.022,25,25,24,29,-58,-51.5,-61.5
12/6/2020  8:00:00 AM,0.038,0.055,0.021,25,25,25,30,-58,-48.5,-61
12/6/2020  7:00:00 AM,0.039,0.058,0.023,25,25,25,30,-56,-48.5,-61
12/6/2020  6:00:00 AM,0.036,0.05,0.025,25,25,25,30,-57,-47.5,-61
12/6/2020  5:00:00 AM,0.038,0.045,0.027,25,25,25,30,-57,-49,-61.5
12/6/2020  4:00:00 AM,0.038,0.051,0.031,25,25,25,30,-57,-51.5,-61
12/6/2020  3:00:00 AM,0.037,0.051,0.026,25,25,25,30,-57,-52,-61.5
12/6/2020  2:00:00 AM,0.039,0.055,0.023,25,25,24,30,-57,-52,-62.5
12/6/2020  1:00:00 AM,0.038,0.057,0.026,25,25,24,30,-56,-49.5,-61.5
12/6/2020  12:00:00 AM,0.036,0.05,0.022,25,25,25,30,-57,-49.5,-61
12/5/2020  11:00:00 PM,0.037,0.057,0.021,25,25,24,30,-58,-49,-61.5
12/5/2020  10:00:00 PM,0.2,2.662,0.026,24,25,24,76,-57,-50,-62
12/5/2020  9:00:00 PM,0.36,3.316,0.026,24,25,24,147,-57,-48,-62.5
12/5/2020  8:00:00 PM,0.035,0.046,0.02,24,25,24,29,-57,-51,-61
12/5/2020  7:00:00 PM,0.398,4.227,0.025,24,24,23,331,-57,-47,-63
12/5/2020  6:00:00 PM,0.391,4.831,0.02,24,25,23,344,-57,-48,-64.5
12/5/2020  5:00:00 PM,0.357,5.541,0.022,24,25,23,649,-58,-48,-63
12/5/2020  4:00:00 PM,0.332,4.248,0.022,24,24,23,242,-59,-50,-64
12/5/2020  3:00:00 PM,0.432,8.198,0.025,23,24,23,467,-58,-49.5,-64.5
12/5/2020  2:00:00 PM,0.318,3.952,0.026,23,24,23,337,-58,-48.5,-63
12/5/2020  1:00:00 PM,0.338,3.041,0.026,23,24,23,237,-58,-49.5,-69
12/5/2020  12:00:00 PM,0.398,4.771,0.018,23,24,23,622,-57,-49,-62
12/5/2020  11:00:00 AM,0.035,0.053,0.022,24,25,23,30,-56,-49.5,-61
12/5/2020  10:00:00 AM,0.061,0.497,0.023,25,25,24,32,-58,-50,-66
12/5/2020  9:00:00 AM,0.036,0.047,0.018,25,25,24,30,-58,-51.5,-61.5
12/5/2020  8:00:00 AM,0.037,0.056,0.027,25,25,25,30,-57,-50,-61
12/5/2020  7:00:00 AM,0.038,0.052,0.022,25,25,25,29,-58,-51,-60.5
12/5/2020  6:00:00 AM,0.038,0.063,0.025,25,25,25,30,-58,-52,-60.5
12/5/2020  5:00:00 AM,0.037,0.048,0.027,25,25,24,30,-58,-52.5,-61
12/5/2020  4:00:00 AM,0.039,0.057,0.026,25,25,25,30,-57,-49,-60.5
12/5/2020  3:00:00 AM,0.038,0.053,0.026,25,25,25,30,-57,-51.5,-61.5
12/5/2020  2:00:00 AM,0.038,0.057,0.026,25,25,25,30,-58,-50.5,-61.5
12/5/2020  1:00:00 AM,0.038,0.048,0.022,25,25,24,29,-57,-49.5,-62
12/5/2020  12:00:00 AM,0.037,0.051,0.023,25,25,25,30,-58,-49,-61
